# time steps G_alpha PLC Ca
0.000000 0 3 3 3
0.050000 9 3 3 0
0.100000 12 3 3 1
0.150000 17 3 3 0
0.200000 25 3 3 0
0.250000 28 4 3 0
0.300000 39 6 2 0
0.350000 57 6 2 0
0.400000 65 7 3 0
0.450000 71 7 5 0
0.500000 86 10 5 0
0.550000 97 11 5 0
0.600000 117 12 5 1
0.650000 145 12 4 0
0.700000 170 14 3 0
0.750000 197 19 3 0
0.800000 230 24 3 0
0.850000 272 29 4 0
0.900000 317 30 6 0
0.950000 380 33 6 0
1.000000 436 41 8 2
1.050000 518 47 14 0
1.100000 585 53 15 4
1.150000 673 58 18 2
1.200000 780 71 20 2
1.250000 889 84 23 1
1.300000 1011 93 25 2
1.350000 1174 108 24 3
1.400000 1379 119 30 3
1.450000 1588 141 40 2
1.500000 1846 157 48 6
1.550000 2081 170 55 7
1.600000 2340 183 63 7
1.650000 2658 207 64 6
1.700000 2989 225 72 7
1.750000 3388 249 83 17
1.800000 3825 265 106 37
1.850000 4294 283 107 25
1.900000 4729 300 122 40
1.950000 5220 319 136 72
2.000000 5780 346 159 46
2.050000 6298 369 176 74
2.100000 6917 398 195 111
2.150000 7566 396 215 192
2.200000 8171 383 227 236
2.250000 8786 356 240 239
2.300000 9403 326 247 231
2.350000 9918 306 257 202
2.400000 10468 278 264 209
2.450000 11016 274 272 157
2.500000 11541 257 283 112
2.550000 12037 254 292 34
2.600000 12475 259 291 10
2.650000 12895 273 293 32
2.700000 13354 282 296 43
2.750000 13847 289 300 47
2.800000 14390 287 311 29
2.850000 14877 285 311 22
2.900000 15370 299 319 25
2.950000 15805 312 320 26
3.000000 16326 318 324 35
3.050000 16899 321 330 55
3.100000 17429 328 343 67
3.150000 17964 344 347 116
3.200000 18561 342 353 111
3.250000 19159 354 353 111
3.300000 19788 348 361 124
3.350000 20407 347 369 174
3.400000 20995 335 380 181
3.450000 21544 318 380 165
3.500000 22092 276 389 154
3.550000 22634 260 393 124
3.600000 23146 234 408 101
3.650000 23583 215 402 7
3.700000 23929 209 396 5
3.750000 24305 197 394 3
3.800000 24644 196 395 2
3.850000 25000 190 381 4
3.900000 25329 193 381 4
3.950000 25701 187 378 13
4.000000 26020 162 371 4
4.050000 26317 163 365 6
4.100000 26626 160 360 3
4.150000 26960 169 361 7
4.200000 27267 181 359 10
4.250000 27592 173 357 5
4.300000 27912 175 357 11
4.350000 28278 189 358 6
4.400000 28596 191 351 7
4.450000 28926 186 353 10
4.500000 29253 176 345 7
4.550000 29593 182 344 8
4.600000 29924 166 348 7
4.650000 30270 176 337 8
4.700000 30587 180 328 10
4.750000 30941 179 326 3
4.800000 31213 180 322 4
4.850000 31546 169 313 9
4.900000 31853 167 312 5
4.950000 32179 184 319 3
5.000000 32462 175 315 5
5.050000 32746 172 306 13
5.100000 33073 172 299 1
5.150000 33374 166 308 1
5.200000 33710 169 302 4
5.250000 34038 175 300 6
5.300000 34371 171 292 15
5.350000 34720 167 299 5
5.400000 35024 179 302 8
5.450000 35385 184 302 10
5.500000 35678 189 304 4
5.550000 36031 197 313 4
5.600000 36403 181 309 8
5.650000 36751 193 302 7
5.700000 37178 199 300 20
5.750000 37512 193 306 14
5.800000 37899 198 303 7
5.850000 38267 208 309 5
5.900000 38624 215 305 15
5.950000 39033 232 307 17
6.000000 39425 244 320 18
6.050000 39887 259 328 15
6.100000 40310 264 331 20
6.150000 40726 266 334 11
6.200000 41187 279 330 25
6.250000 41681 287 338 27
6.300000 42151 301 349 22
6.350000 42685 302 358 40
6.400000 43212 308 365 46
6.450000 43777 305 371 68
6.500000 44341 303 375 76
6.550000 44928 320 376 81
6.600000 45493 318 379 71
6.650000 46054 334 393 40
6.700000 46635 342 403 63
6.750000 47256 340 406 71
6.800000 47804 339 409 87
6.850000 48406 333 411 111
6.900000 48973 324 413 107
6.950000 49556 317 413 101
7.000000 50136 295 431 107
7.050000 50672 278 432 49
7.100000 51170 289 431 13
7.150000 51647 281 429 20
7.200000 52145 304 439 31
7.250000 52665 318 445 45
7.300000 53217 334 442 44
7.350000 53785 343 451 82
7.400000 54363 332 449 105
7.450000 54937 308 453 123
7.500000 55493 307 449 116
7.550000 56060 300 454 95
7.600000 56647 312 462 92
7.650000 57177 305 459 74
7.700000 57707 298 462 76
7.750000 58262 291 462 50
7.800000 58751 270 459 35
7.850000 59248 276 449 16
7.900000 59710 280 452 29
7.950000 60231 294 457 37
8.000000 60741 289 457 12
8.050000 61222 273 459 15
8.100000 61755 284 458 50
8.150000 62245 272 449 21
8.200000 62687 266 448 38
8.250000 63132 268 445 16
8.300000 63587 264 446 14
8.350000 64048 255 445 25
8.400000 64551 232 440 24
8.450000 64956 225 432 14
8.500000 65352 213 430 12
8.550000 65752 210 428 13
8.600000 66160 209 426 6
8.650000 66478 216 424 15
8.700000 66855 216 422 16
8.750000 67278 217 405 13
8.800000 67671 199 410 5
8.850000 68050 204 400 15
8.900000 68419 200 396 10
8.950000 68772 201 407 9
9.000000 69134 203 404 4
9.050000 69490 189 402 4
9.100000 69825 195 391 4
9.150000 70211 213 387 10
9.200000 70613 211 386 15
9.250000 70987 212 389 5
9.300000 71387 207 384 15
9.350000 71758 206 379 16
9.400000 72099 214 381 13
9.450000 72438 216 384 19
9.500000 72848 209 394 6
9.550000 73218 209 398 10
9.600000 73605 199 402 1
9.650000 73961 193 398 11
9.700000 74334 207 387 5
9.750000 74686 210 387 8
9.800000 75105 202 387 17
9.850000 75505 204 388 2
9.900000 75839 203 383 8
9.950000 76245 195 381 10
10.000000 76616 189 380 2
10.050000 76972 175 379 9
10.100000 77324 174 373 8
10.150000 77667 173 369 2
10.200000 78011 177 369 10
10.250000 78329 163 360 15
10.300000 78657 160 355 9
10.350000 78931 145 356 1
10.400000 79205 153 344 3
10.450000 79515 154 335 3
10.500000 79780 148 326 5
10.550000 80034 142 326 5
10.600000 80276 136 319 2
10.650000 80549 128 308 2
10.700000 80799 128 300 2
10.750000 81040 125 296 2
10.800000 81245 117 296 3
10.850000 81468 118 290 7
10.900000 81675 110 293 3
10.950000 81907 95 288 3
11.000000 82081 81 289 2
11.050000 82213 66 277 1
11.100000 82327 62 278 0
11.150000 82448 45 275 1
11.200000 82536 34 270 1
11.250000 82591 16 259 1
11.300000 82627 5 253 0
11.350000 82654 4 241 0
11.400000 82675 0 230 0
11.450000 82685 0 220 0
11.500000 82694 1 212 0
11.550000 82710 0 203 0
11.600000 82721 0 192 0
11.650000 82733 0 182 0
11.700000 82748 0 171 0
11.750000 82760 1 162 0
11.800000 82771 0 154 0
11.850000 82780 0 145 0
11.900000 82782 0 143 0
11.950000 82789 0 136 0
12.000000 82791 0 134 0
12.050000 82795 0 130 0
12.100000 82803 0 122 0
12.150000 82812 0 113 0
12.200000 82820 0 105 0
12.250000 82823 0 102 0
12.300000 82829 0 96 0
12.350000 82833 0 92 0
12.400000 82836 0 89 0
12.450000 82839 0 86 0
12.500000 82845 0 82 0
12.550000 82854 0 77 0
12.600000 82855 0 76 0
12.650000 82860 0 71 0
12.700000 82865 0 66 0
12.750000 82869 0 62 0
12.800000 82873 1 59 0
12.850000 82882 4 56 1
12.900000 82891 4 52 0
12.950000 82905 5 50 1
13.000000 82916 1 50 0
13.050000 82926 1 48 0
13.100000 82928 0 47 0
13.150000 82931 0 44 0
13.200000 82936 1 42 0
13.250000 82939 1 39 0
13.300000 82944 1 36 0
13.350000 82949 2 36 0
13.400000 82951 2 36 0
13.450000 82956 1 34 0
13.500000 82962 2 33 0
13.550000 82964 1 32 0
13.600000 82967 0 30 0
13.650000 82968 0 29 0
13.700000 82969 0 28 0
13.750000 82969 0 28 0
13.800000 82972 0 25 0
13.850000 82974 0 23 0
13.900000 82978 1 22 0
13.950000 82982 0 19 0
14.000000 82982 0 19 0
14.050000 82982 0 19 0
14.100000 82985 0 18 0
14.150000 82986 0 17 0
14.200000 82989 2 16 0
14.250000 82995 2 14 0
14.300000 82999 3 13 0
14.350000 83003 4 14 0
14.400000 83008 4 13 0
14.450000 83013 4 12 0
14.500000 83020 5 12 0
14.550000 83031 8 12 0
14.600000 83038 12 13 0
14.650000 83063 12 12 0
14.700000 83091 12 14 0
14.750000 83117 14 13 1
14.800000 83148 15 14 0
14.850000 83168 16 15 0
14.900000 83198 20 15 0
14.950000 83215 21 17 0
15.000000 83252 21 16 0
15.050000 83289 20 16 0
15.100000 83318 20 19 0
15.150000 83362 24 20 1
15.200000 83399 25 21 0
15.250000 83450 28 19 2
15.300000 83500 31 21 3
15.350000 83551 34 18 0
15.400000 83588 35 18 0
15.450000 83640 36 18 3
15.500000 83692 37 18 0
15.550000 83746 39 17 3
15.600000 83808 40 19 0
15.650000 83877 49 21 2
15.700000 83959 58 21 1
15.750000 84069 65 22 1
15.800000 84154 75 22 0
15.850000 84268 81 30 0
15.900000 84373 96 33 1
15.950000 84513 105 37 2
16.000000 84680 116 38 3
16.050000 84852 132 43 4
16.100000 85074 153 48 6
16.150000 85343 169 45 6
16.200000 85673 190 53 7
16.250000 85997 209 63 4
16.300000 86329 226 71 11
16.350000 86708 251 84 22
16.400000 87120 275 96 28
16.450000 87560 312 108 29
16.500000 88093 346 121 57
16.550000 88721 392 134 142
16.600000 89375 410 150 192
16.650000 90061 398 175 253
16.700000 90676 383 197 295
16.750000 91333 348 207 325
16.800000 91928 319 214 310
16.850000 92527 275 230 267
16.900000 93046 236 236 253
16.950000 93512 186 239 180
17.000000 93939 161 235 62
17.050000 94300 166 231 4
17.100000 94593 172 224 2
17.150000 94897 178 225 7
17.200000 95188 192 222 7
17.250000 95558 209 232 4
17.300000 95928 225 239 9
17.350000 96279 230 245 5
17.400000 96690 252 240 7
17.450000 97111 261 251 30
17.500000 97621 278 253 27
17.550000 98089 296 251 35
17.600000 98592 308 262 49
17.650000 99116 324 276 47
17.700000 99661 344 284 48
17.750000 100260 360 284 87
17.800000 100799 372 291 87
17.850000 101403 375 307 166
17.900000 102030 370 317 156
17.950000 102687 381 322 159
18.000000 103353 375 328 209
18.050000 103938 339 343 245
18.100000 104565 328 353 257
18.150000 105124 267 355 241
18.200000 105630 233 356 150
18.250000 106114 185 345 61
18.300000 106506 169 344 12
18.350000 106806 171 340 8
18.400000 107118 171 341 7
18.450000 107452 159 347 3
18.500000 107727 165 338 5
18.550000 108056 165 332 8
18.600000 108315 164 331 7
18.650000 108625 161 328 5
18.700000 108926 158 326 11
18.750000 109179 155 327 4
18.800000 109462 154 333 4
18.850000 109749 145 332 3
18.900000 110008 132 329 6
18.950000 110258 143 323 3
19.000000 110545 149 324 5
19.050000 110851 157 326 3
19.100000 111110 146 324 1
19.150000 111342 135 324 2
19.200000 111601 139 317 4
19.250000 111866 123 310 10
19.300000 112083 117 300 3
19.350000 112296 102 289 4
19.400000 112523 107 290 3
19.450000 112704 89 284 2
19.500000 112870 90 275 2
19.550000 113037 74 261 1
19.600000 113181 65 258 1
19.650000 113328 53 244 0
19.700000 113433 43 244 1
19.750000 113517 37 237 0
19.800000 113612 26 227 0
19.850000 113652 16 224 1
19.900000 113693 5 215 0
19.950000 113716 0 197 0
20.000000 113727 0 186 0
20.050000 113736 0 177 0
20.100000 113745 0 168 0
20.150000 113757 0 156 0
20.200000 113767 0 146 0
20.250000 113775 0 138 0
20.300000 113786 0 131 0
20.350000 113797 1 123 0
20.400000 113804 0 119 0
20.450000 113820 1 110 0
20.500000 113830 0 101 0
20.550000 113835 0 98 0
20.600000 113840 0 95 0
20.650000 113843 0 92 0
20.700000 113847 0 90 0
20.750000 113854 0 83 0
20.800000 113862 1 78 0
20.850000 113869 0 74 0
20.900000 113873 0 70 0
20.950000 113876 0 67 0
21.000000 113881 0 62 0
21.050000 113884 0 59 0
21.100000 113887 0 56 0
21.150000 113889 0 54 0
21.200000 113892 0 51 0
21.250000 113895 0 48 0
21.300000 113899 0 44 0
21.350000 113903 0 40 0
21.400000 113904 1 40 0
21.450000 113908 0 37 0
21.500000 113908 0 37 0
21.550000 113910 0 35 0
21.600000 113914 2 33 0
21.650000 113919 2 32 0
21.700000 113925 3 33 0
21.750000 113932 4 31 0
21.800000 113938 5 30 0
21.850000 113944 4 29 0
21.900000 113958 5 27 1
21.950000 113967 4 25 1
22.000000 113977 4 24 0
22.050000 113978 3 24 0
22.100000 113986 3 20 0
22.150000 113988 3 20 0
22.200000 113992 4 19 0
22.250000 114003 7 17 0
22.300000 114020 7 19 1
22.350000 114029 8 18 0
22.400000 114048 9 17 1
22.450000 114065 9 13 0
22.500000 114091 14 12 0
22.550000 114117 15 18 1
22.600000 114147 15 17 0
22.650000 114178 18 17 0
22.700000 114209 21 16 1
22.750000 114235 22 16 0
22.800000 114274 28 15 0
22.850000 114330 30 13 0
22.900000 114374 33 14 2
22.950000 114444 36 17 0
23.000000 114519 39 19 0
23.050000 114581 45 21 0
23.100000 114650 52 21 0
23.150000 114729 65 25 0
23.200000 114839 75 29 0
23.250000 114974 82 30 5
23.300000 115135 91 37 0
23.350000 115302 102 37 2
23.400000 115496 117 42 2
23.450000 115726 130 51 0
23.500000 115945 144 60 0
23.550000 116176 164 68 5
23.600000 116419 175 72 9
23.650000 116717 188 85 5
23.700000 117062 206 92 5
23.750000 117422 221 101 9
23.800000 117769 245 109 12
23.850000 118176 273 115 17
23.900000 118645 290 126 52
23.950000 119158 315 132 50
24.000000 119712 356 149 68
24.050000 120239 399 163 98
24.100000 120840 433 172 146
24.150000 121473 437 191 258
24.200000 122156 416 210 341
24.250000 122883 387 234 369
24.300000 123535 342 236 394
24.350000 124175 270 239 379
24.400000 124710 208 239 322
24.450000 125210 159 242 202
24.500000 125626 137 240 76
24.550000 125926 130 247 6
24.600000 126175 128 247 3
24.650000 126484 139 247 9
24.700000 126718 144 238 3
24.750000 126947 144 238 4
24.800000 127251 156 245 11
24.850000 127526 161 253 7
24.900000 127818 161 249 3
24.950000 128119 156 251 1
25.000000 128353 148 250 2
25.050000 128619 149 251 2
25.100000 128857 148 244 6
25.150000 129123 150 237 3
25.200000 129357 146 245 3
25.250000 129614 140 245 2
25.300000 129874 149 243 3
25.350000 130151 152 235 7
25.400000 130386 146 227 8
25.450000 130619 144 228 6
25.500000 130862 135 220 4
25.550000 131125 139 212 5
25.600000 131363 144 207 5
25.650000 131611 152 210 4
25.700000 131856 152 210 1
25.750000 132158 161 212 16
25.800000 132465 165 206 15
25.850000 132749 173 204 3
25.900000 133026 197 206 12
25.950000 133358 206 205 8
26.000000 133733 215 214 5
26.050000 134115 236 225 7
26.100000 134515 251 232 11
26.150000 134956 262 238 27
26.200000 135360 276 238 9
26.250000 135854 287 258 32
26.300000 136342 302 264 57
26.350000 136858 299 275 47
26.400000 137376 311 282 50
26.450000 137915 300 291 49
26.500000 138461 301 305 60
26.550000 139001 306 315 49
26.600000 139510 325 324 66
26.650000 140055 332 335 55
26.700000 140630 349 345 91
26.750000 141256 345 360 102
26.800000 141805 333 374 105
26.850000 142376 325 375 151
26.900000 143011 289 378 163
26.950000 143544 274 385 122
27.000000 144062 252 391 94
27.050000 144532 249 384 40
27.100000 144974 245 381 21
27.150000 145416 266 376 29
27.200000 145891 262 374 18
27.250000 146335 270 378 6
27.300000 146762 280 379 10
27.350000 147238 290 381 24
27.400000 147740 295 387 15
27.450000 148231 300 389 27
27.500000 148740 311 387 13
27.550000 149261 312 398 50
27.600000 149802 321 403 23
27.650000 150336 312 406 51
27.700000 150885 325 413 42
27.750000 151439 331 414 55
27.800000 152041 339 433 54
27.850000 152603 335 434 85
27.900000 153178 338 441 118
27.950000 153783 334 446 128
28.000000 154395 314 462 108
28.050000 154971 301 463 88
28.100000 155495 294 471 65
28.150000 156042 280 471 54
28.200000 156590 281 468 20
28.250000 157051 271 474 15
28.300000 157544 273 474 16
28.350000 158010 257 467 17
28.400000 158404 254 472 19
28.450000 158838 249 462 2
28.500000 159317 250 456 14
28.550000 159772 249 450 16
28.600000 160235 250 445 17
28.650000 160696 250 445 24
28.700000 161177 233 443 20
28.750000 161590 235 432 8
28.800000 162017 234 426 12
28.850000 162418 242 420 17
28.900000 162887 228 416 6
28.950000 163237 217 418 11
29.000000 163663 216 411 17
29.050000 164041 212 413 9
29.100000 164373 206 409 9
29.150000 164699 217 413 8
29.200000 165099 218 419 7
29.250000 165488 216 419 2
29.300000 165846 196 412 3
29.350000 166184 191 405 7
29.400000 166547 179 410 7
29.450000 166850 164 405 10
29.500000 167153 150 407 3
29.550000 167409 148 397 3
29.600000 167716 146 379 4
29.650000 167971 124 368 6
29.700000 168243 126 365 1
29.750000 168495 121 359 2
29.800000 168710 113 353 5
29.850000 168934 108 342 1
29.900000 169133 101 334 3
29.950000 169303 97 316 1
30.000000 169474 70 319 0
30.050000 169638 42 309 0
30.100000 169750 29 292 0
30.150000 169818 18 277 0
30.200000 169870 2 263 0
30.250000 169888 0 249 0
30.300000 169900 1 238 0
30.350000 169913 0 230 0
30.400000 169927 1 217 0
30.450000 169939 0 206 0
30.500000 169946 0 199 0
30.550000 169951 0 194 0
30.600000 169964 0 181 0
30.650000 169975 0 170 0
30.700000 169985 1 161 0
30.750000 169990 1 158 0
30.800000 170001 0 148 0
30.850000 170008 0 141 0
30.900000 170015 0 134 0
30.950000 170022 0 127 0
31.000000 170028 0 121 0
31.050000 170036 0 113 0
31.100000 170045 0 104 0
31.150000 170050 0 99 0
31.200000 170057 0 92 0
31.250000 170057 0 92 0
31.300000 170061 0 88 0
31.350000 170074 2 81 0
31.400000 170079 0 82 0
31.450000 170084 0 77 0
31.500000 170088 0 73 0
31.550000 170090 0 71 0
31.600000 170094 0 67 0
31.650000 170095 0 66 0
31.700000 170098 0 63 0
31.750000 170101 0 60 0
31.800000 170105 0 56 0
31.850000 170110 0 51 0
31.900000 170112 0 49 0
31.950000 170113 0 48 0
32.000000 170119 1 45 0
32.050000 170126 1 44 0
32.100000 170134 1 42 0
32.150000 170136 1 40 0
32.200000 170138 0 39 0
32.250000 170140 0 37 0
32.300000 170145 1 35 0
32.350000 170150 1 30 0
32.400000 170152 2 29 0
32.450000 170157 2 26 0
32.500000 170163 3 25 0
32.550000 170180 5 25 1
32.600000 170192 3 24 0
32.650000 170198 2 23 0
32.700000 170201 0 22 0
32.750000 170202 0 21 0
32.800000 170202 0 21 0
32.850000 170203 0 20 0
32.900000 170207 1 17 0
32.950000 170209 0 16 0
33.000000 170210 1 16 0
33.050000 170212 1 16 0
33.100000 170217 1 13 0
33.150000 170220 1 12 0
33.200000 170222 2 11 0
33.250000 170228 4 11 0
33.300000 170235 4 10 0
33.350000 170246 3 10 0
33.400000 170250 4 11 0
33.450000 170265 4 12 0
33.500000 170273 6 12 0
33.550000 170286 6 11 0
33.600000 170293 6 10 0
33.650000 170303 7 11 0
33.700000 170328 7 12 0
33.750000 170347 10 12 0
33.800000 170382 16 11 2
33.850000 170406 17 11 1
33.900000 170436 21 14 0
33.950000 170467 29 15 0
34.000000 170527 37 15 2
34.050000 170612 50 18 1
34.100000 170720 58 21 0
34.150000 170811 62 27 1
34.200000 170909 65 31 2
34.250000 171009 69 31 4
34.300000 171123 72 30 0
34.350000 171253 79 31 2
34.400000 171390 88 33 2
34.450000 171537 92 39 1
34.500000 171698 104 47 2
34.550000 171888 119 56 0
34.600000 172115 130 58 6
34.650000 172347 142 62 4
34.700000 172561 145 66 1
34.750000 172806 172 73 6
34.800000 173152 193 81 19
34.850000 173462 216 86 3
34.900000 173823 232 95 13
34.950000 174224 246 109 14
35.000000 174609 264 114 14
35.050000 175071 297 124 27
35.100000 175585 343 141 40
35.150000 176155 387 154 73
35.200000 176830 412 181 106
35.250000 177482 429 208 208
35.300000 178192 423 226 270
35.350000 178859 400 226 342
35.400000 179524 344 252 389
35.450000 180137 283 263 354
35.500000 180683 254 274 290
35.550000 181201 211 279 194
35.600000 181638 184 281 80
35.650000 182015 180 274 0
35.700000 182386 203 275 11
35.750000 182740 208 279 4
35.800000 183116 205 276 10
35.850000 183458 213 275 7
35.900000 183791 210 274 8
35.950000 184132 218 274 13
36.000000 184538 231 273 15
36.050000 184890 236 277 18
36.100000 185320 249 270 18
36.150000 185772 272 271 22
36.200000 186238 296 270 17
36.250000 186725 306 276 42
36.300000 187267 332 278 62
36.350000 187801 340 291 81
36.400000 188366 339 303 113
36.450000 188914 342 305 128
36.500000 189464 325 314 124
36.550000 190013 333 319 116
36.600000 190589 341 328 85
36.650000 191174 332 337 94
36.700000 191758 315 347 95
36.750000 192345 299 353 96
36.800000 192854 296 358 79
36.850000 193415 301 359 60
36.900000 193942 303 354 66
36.950000 194490 311 358 74
37.000000 195042 323 359 69
37.050000 195567 331 365 70
37.100000 196123 349 378 67
37.150000 196702 345 387 75
37.200000 197312 354 400 83
37.250000 197925 314 397 93
37.300000 198513 321 391 130
37.350000 199073 311 403 134
37.400000 199664 311 396 116
37.450000 200229 311 401 144
37.500000 200810 304 403 152
37.550000 201333 287 403 142
37.600000 201853 267 405 110
37.650000 202394 246 398 81
37.700000 202880 235 400 50
37.750000 203331 224 388 8
37.800000 203715 223 385 10
37.850000 204116 217 386 4
37.900000 204510 218 384 21
37.950000 204916 210 384 23
38.000000 205318 199 383 9
38.050000 205652 201 384 14
38.100000 206018 202 379 8
38.150000 206356 203 379 9
38.200000 206693 212 377 7
38.250000 207012 207 381 5
38.300000 207368 205 368 10
38.350000 207701 204 357 9
38.400000 208085 208 355 15
38.450000 208445 191 350 3
38.500000 208776 181 350 6
38.550000 209074 173 351 3
38.600000 209386 179 344 4
38.650000 209682 178 344 3
38.700000 209981 186 348 12
38.750000 210343 189 350 1
38.800000 210641 175 342 9
38.850000 210946 179 337 7
38.900000 211302 180 335 4
38.950000 211621 172 327 3
39.000000 211922 163 326 10
39.050000 212193 156 320 8
39.100000 212455 155 310 1
39.150000 212746 156 309 8
39.200000 213030 156 307 6
39.250000 213292 143 307 1
39.300000 213533 137 305 0
39.350000 213797 135 295 6
39.400000 214063 143 290 1
39.450000 214282 143 289 3
39.500000 214557 142 290 4
39.550000 214807 140 285 5
39.600000 215045 130 286 2
39.650000 215268 134 277 2
39.700000 215516 137 276 2
39.750000 215788 138 279 4
39.800000 216035 138 268 4
39.850000 216289 141 275 4
39.900000 216525 141 276 5
39.950000 216790 152 277 6
40.000000 217070 153 278 2
40.050000 217316 154 278 1
40.100000 217602 152 268 5
40.150000 217886 150 271 6
40.200000 218140 161 271 5
40.250000 218400 157 268 8
40.300000 218706 168 265 8
40.350000 219015 175 271 8
40.400000 219312 191 269 3
40.450000 219608 206 275 4
40.500000 219962 226 276 15
40.550000 220383 244 279 13
40.600000 220841 258 279 15
40.650000 221316 275 288 12
40.700000 221810 288 296 27
40.750000 222326 297 304 30
40.800000 222829 307 312 23
40.850000 223394 326 325 24
40.900000 223929 341 330 55
40.950000 224533 356 344 88
41.000000 225110 345 354 132
41.050000 225715 341 363 166
41.100000 226336 316 378 195
41.150000 226910 276 382 161
41.200000 227426 264 380 73
41.250000 227930 274 385 38
41.300000 228446 279 387 35
41.350000 228896 285 392 12
41.400000 229400 290 385 24
41.450000 229909 300 384 32
41.500000 230442 308 386 29
41.550000 230950 332 390 51
41.600000 231520 347 387 71
41.650000 232098 350 389 90
41.700000 232692 358 397 98
41.750000 233276 350 413 144
41.800000 233831 327 419 122
41.850000 234380 302 411 102
41.900000 234994 304 422 69
41.950000 235517 312 421 49
42.000000 236022 316 418 39
42.050000 236567 324 417 19
42.100000 237089 343 431 34
42.150000 237648 361 444 46
42.200000 238266 375 439 71
42.250000 238890 379 448 68
42.300000 239525 381 453 134
42.350000 240187 364 456 166
42.400000 240828 341 454 224
42.450000 241457 305 449 218
42.500000 242007 277 449 210
42.550000 242553 225 451 162
42.600000 243031 210 451 97
42.650000 243481 199 440 23
42.700000 243891 208 433 9
42.750000 244261 203 423 10
42.800000 244637 208 419 7
42.850000 245035 208 416 10
42.900000 245437 210 403 13
42.950000 245828 199 408 6
43.000000 246128 190 414 1
43.050000 246495 187 419 10
43.100000 246823 197 419 4
43.150000 247171 204 421 19
43.200000 247566 194 413 8
43.250000 247943 197 413 4
43.300000 248288 202 411 8
43.350000 248620 192 403 8
43.400000 248956 191 405 9
43.450000 249307 171 406 3
43.500000 249601 146 397 9
43.550000 249871 134 394 0
43.600000 250128 133 384 2
43.650000 250349 139 367 4
43.700000 250591 119 365 4
43.750000 250795 110 358 4
43.800000 251006 89 351 3
43.850000 251175 78 349 1
43.900000 251359 64 334 2
43.950000 251477 45 324 1
44.000000 251555 29 315 0
44.050000 251622 14 303 0
44.100000 251655 5 293 0
44.150000 251673 1 283 0
44.200000 251686 0 271 0
44.250000 251700 0 257 0
44.300000 251710 0 247 0
44.350000 251725 0 234 0
44.400000 251734 0 225 0
44.450000 251744 0 215 0
44.500000 251757 0 202 0
44.550000 251770 0 189 0
44.600000 251780 0 179 0
44.650000 251788 0 171 0
44.700000 251791 0 168 0
44.750000 251802 0 159 0
44.800000 251816 0 149 0
44.850000 251825 0 140 0
44.900000 251837 0 128 0
44.950000 251842 0 123 0
45.000000 251846 0 119 0
45.050000 251850 1 116 0
45.100000 251857 0 110 0
45.150000 251866 4 105 0
45.200000 251876 3 100 0
45.250000 251892 4 96 1
45.300000 251912 6 91 0
45.350000 251928 3 88 0
45.400000 251940 1 82 0
45.450000 251944 1 78 0
45.500000 251949 0 74 0
45.550000 251953 0 70 0
45.600000 251957 1 67 0
45.650000 251964 0 61 0
45.700000 251965 0 60 0
45.750000 251967 0 58 0
45.800000 251970 0 55 0
45.850000 251972 0 53 0
45.900000 251975 1 53 0
45.950000 251980 0 53 0
46.000000 251984 0 51 0
46.050000 251988 1 48 0
46.100000 251994 1 46 0
46.150000 252007 2 42 0
46.200000 252014 2 37 0
46.250000 252015 1 37 0
46.300000 252019 1 34 1
46.350000 252024 2 33 0
46.400000 252030 2 33 0
46.450000 252043 4 28 0
46.500000 252054 5 28 0
46.550000 252076 5 26 0
46.600000 252082 5 26 0
46.650000 252090 5 24 0
46.700000 252097 5 23 0
46.750000 252108 7 24 0
46.800000 252131 12 24 0
46.850000 252157 14 20 0
46.900000 252183 18 20 0
46.950000 252204 16 20 1
47.000000 252216 17 20 0
47.050000 252256 19 20 0
47.100000 252300 20 18 3
47.150000 252322 21 18 0
47.200000 252360 22 17 0
47.250000 252396 24 21 0
47.300000 252431 27 27 0
47.350000 252491 30 27 1
47.400000 252540 36 27 0
47.450000 252618 40 25 0
47.500000 252695 44 26 0
47.550000 252758 51 27 1
47.600000 252840 59 31 1
47.650000 252948 58 30 1
47.700000 253037 63 35 0
47.750000 253162 68 36 1
47.800000 253292 79 41 1
47.850000 253430 90 44 1
47.900000 253588 100 44 1
47.950000 253770 116 47 4
48.000000 253961 131 57 4
48.050000 254158 151 59 3
48.100000 254406 161 65 3
48.150000 254677 183 70 3
48.200000 254958 205 84 4
48.250000 255255 221 86 11
48.300000 255579 242 92 6
48.350000 256019 265 112 13
48.400000 256454 277 119 37
48.450000 256975 300 133 63
48.500000 257501 309 148 59
48.550000 258046 354 162 79
48.600000 258636 380 185 106
48.650000 259318 391 196 142
48.700000 259903 418 213 187
48.750000 260568 417 229 239
48.800000 261201 401 255 234
48.850000 261856 343 270 286
48.900000 262462 306 277 262
48.950000 262978 266 281 252
49.000000 263471 230 285 197
49.050000 263965 188 287 139
49.100000 264368 179 285 47
49.150000 264715 179 290 7
49.200000 265024 184 290 1
49.250000 265337 199 293 8
49.300000 265697 200 298 16
49.350000 266077 211 303 12
49.400000 266444 211 299 9
49.450000 266803 221 299 10
49.500000 267211 230 299 5
49.550000 267574 233 306 8
49.600000 268022 233 313 35
49.650000 268366 228 312 7
49.700000 268728 227 313 15
49.750000 269174 238 323 8
49.800000 269599 237 325 14
49.850000 270007 245 337 16
49.900000 270430 258 340 23
49.950000 270910 272 342 13
